"","anon_id","count_will_construction","count_goingTo_construction","gender","birth_year","native_language","language_used_at_home","non_native_language_1","yrs_of_study_lang1","study_in_classroom_lang1","ways_of_study_lang1","non_native_language_2","yrs_of_study_lang2","study_in_classroom_lang2","ways_of_study_lang2","non_native_language_3","yrs_of_study_lang3","study_in_classroom_lang3","ways_of_study_lang3","course_history","yrs_of_english_learning","yrs_in_english_environment","age","semester","LCT_Form","LCT_Score","MTELP_Form","MTELP_I","MTELP_II","MTELP_III","MTELP_Conv_Score","Writing_Sample"
"1015","gs3",1,0,"Female",1980,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Studied pronunciation;Practiced reading aloud","Russian","3-5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Russian","","","no","","295;321;380;394","more than 5 years","less than 1 year",27,"2007_fall",1,22,"Q",27,29,14,83,3.3
"1016","gs5",26,0,"Female",1972,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes;Wrote paragrphs/essays","French","1-2 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs)","","","no","","695;696;697;698;699;759;760;761;762;763","","",38,"2010_summer",1,27,"Q",29,31,19,86,4.3
"1017","gs6",6,0,"Female",1979,"Spanish","Spanish","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes","","none","no","other","","","no","","425;427;428;436;439;495;496;497;499;507","3-5 years","1-2 years",28,"2008_fall",2,18,"Q",17,16,12,64,3.3
"1018","gs8",27,0,"Male",1986,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","523;524;530;531;532","more than 5 years","3-5 years",23,"2009_summer",2,19,"P",17,11,5,48,4
"1019","gs9",1,1,"Female",1984,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud","German","1-2 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","374;375;376;377;378","more than 5 years","less than 1 year",24,"2008_summer",2,21,"P",24,20,8,70,3.6
"1020","gt0",9,0,"Male",1983,"Chinese","Chinese;Taiwanese","English","more than 5 years","no","Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English","","","no","","","","no","","421;422;423;440;444;497;498;505","more than 5 years","less than 1 year",25,"2008_fall",2,24,"P",32,26,13,83,3.2
"1021","gt1",17,0,"Male",1978,"Arabic","Arabic;English","","","","","","","","","","","","","98;110;124;146;161;172;183;205","3-5 years","less than 1 year",28,"2006_fall",1,15,"P",14,8,5,43,2.6
"1022","gt3",1,0,"Male",1984,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes;other","","","no","","","","no","","156;167;178;189;200","more than 5 years","less than 1 year",23,"2007_spring",1,5,"R",8,13,2,39,1
"1023","gt4",3,0,"Female",NA,"Thai","","","","","","","","","","","","","","","","",NA,"2012_summer",1,12,"P",14,10,1,41,2.5
"1024","gt6",9,5,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2008_spring",1,15,"Q",12,8,8,44,3
"1025","gt7",0,0,"Female",1973,"Korean","Korean","English","more than 5 years","yes","Studied grammar","","","no","","","","no","","270;281;292;314","more than 5 years","1-2 years",34,"2007_fall",1,13,"Q",16,20,3,58,1
"1026","gt9",10,0,"Female",1974,"Chinese","Chinese;Taiwanese","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","555;556;559;577;578","more than 5 years","more than 5 years",35,"2009_fall",NA,23,"",16,12,9,56,3.3
"1027","gu0",20,9,"Male",1985,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Teacher corrected my mistakes","Japanese","less than 1 year","no","Studied grammar;Studied vocabulary;Practiced speaking in class;Studied pronunciation","German","1-2 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Practiced reading aloud;Teacher corrected my mistakes","273;284;292;317;340;341;348;349;352","more than 5 years","none",22,"2007_fall",1,14,"Q",17,11,10,57,3
"1028","gu1",5,0,"Male",1971,"Spanish","Spanish","English","1-2 years","no","Studied by myself;I lived in a country where they spoke English","","","no","","","","no","","734;735;736;754;758","less than 1 year","1-2 years",39,"2010_fall",2,23,"",29,39,10,86,3.3
"1029","gu2",4,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_spring",1,21,"Q",12,15,11,57,1.1
"1030","gu3",3,0,"Male",NA,"Japanese","","","","","","","","","","","","","","","","",NA,"2012_spring",1,16,"Q",11,13,10,51,3.2
"1031","gu4",0,0,"Male",1983,"Arabic","Arabic","Arabic","more than 5 years","no","Studied by myself;I lived in a country where they spoke Arabic","","","no","","","","no","","772;773;774;775;776;868;869;870;871;872;922;925;926;943;944","1-2 years","1-2 years",28,"2011_spring",2,10,"R",12,14,9,53,3
"1032","gu5",6,0,"Male",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2010_fall",NA,13,"Q",10,10,3,39,1.2
"1033","gu6",0,0,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_spring",2,30,"P",31,22,13,81,3.55
"1034","gu7",12,4,"Female",1977,"Thai","Thai","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","429;430;431;432;433;495;496;499;506;507","more than 5 years","more than 5 years",31,"2008_fall",2,20,"Q",18,14,5,56,3.1
"1035","gu9",0,0,"Male",NA,"Spanish","","","","","","","","","","","","","","","","",NA,"2011_spring",2,23,"P",15,24,5,63,3.15
"1036","gv1",46,2,"Male",1981,"Korean","Korean;English","English","more than 5 years","yes","Studied grammar;Studied vocabulary","","","no","","","","no","","158;169;180;191;202;217;228;239;250;261","more than 5 years","none",25,"2007_spring",1,16,"R",15,18,7,59,2.6
"1037","gv3",39,0,"Female",1980,"Chinese","Chinese;Taiwanese","Taiwanese","more than 5 years","no","Studied by myself;I lived in a country where they spoke Taiwanese","","","no","","","","no","","101;113;125;149;165;176;187;209","more than 5 years","less than 1 year",25,"2006_fall",1,23,"P",25,14,8,66,4
"1038","gv7",44,3,"Male",1968,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes","German","1-2 years","yes","Studied grammar;Studied vocabulary;Studied pronunciation","","","no","","585;586;587;588;589;599;641;642;646;647","more than 5 years","3-5 years",41,"2009_fall",NA,28,"",25,28,10,79,4
"1039","gv8",5,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2010_summer",1,24,"Q",23,24,13,75,3.7
"1040","gv9",3,1,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_spring",1,19,"Q",17,20,6,62,4.2
"1041","gw0",17,1,"Female",1973,"Chinese","Chinese","Chinese","more than 5 years","yes","Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in Chinese;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","743;744;745;746;747;793;807;810;811;812;880;881;882;888;889","more than 5 years","3-5 years",37,"2010_fall",2,23,"",22,18,11,69,3
"1042","gw1",62,2,"Male",1986,"Arabic","Arabic","English","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","662;664;665;666;678;708;729;731;732;750;802;803;804;805;806","1-2 years","3-5 years",24,"2010_summer",1,18,"R",10,11,11,48,3.7
"1043","gw2",0,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_summer",1,20,"R",18,8,6,48,3.1
"1044","gw3",15,0,"Female",1984,"Other","Malay;English","English","more than 5 years","no","Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English;other","Chinese","1-2 years","yes","Had a native-speaker teacher;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud","","","no","","729;730;732;761;762","more than 5 years","more than 5 years",26,"2010_fall",2,26,"",21,20,12,70,4
"1045","gw4",5,0,"Female",1975,"Arabic","Arabic","English","3-5 years","yes","Studied grammar;Studied vocabulary;Teacher spoke to me in English;Wrote paragrphs/essays","","","no","","","","no","","495;496;497;498;499","3-5 years","more than 5 years",33,"2009_spring",1,29,"Q",28,22,11,77,3.5
"1046","gw5",6,2,"Unknown",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2010_summer",NA,20,"Q",12,10,9,47,4
"1047","gw7",10,1,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_summer",NA,18,"",26,8,10,63,3.2
"1048","gw8",0,0,"Unknown",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2011_fall",1,23,"",14,22,14,69,2.7
"1049","gx0",11,1,"Male",1988,"Spanish","Spanish","German","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in German;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays;other","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays;other","","","no","","160;171;182;193;204","3-5 years","less than 1 year",18,"2007_spring",1,19,"R",25,28,13,81,3.6
"1050","gx1",24,2,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_fall",1,26,"",20,16,6,61,3.3
"1051","gx2",53,4,"Female",1975,"Japanese","Japanese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","216;227;238;249;260","more than 5 years","more than 5 years",32,"2007_summer",1,16,"Q",16,13,10,58,3.2
"1052","gx5",12,0,"Female",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2010_fall",2,11,"",27,27,10,80,3.3
"1053","gx6",2,0,"Female",NA,"Portuguese","","","","","","","","","","","","","","","","",NA,"2011_fall",1,30,"",24,39,18,87,2.9
"1054","gx8",51,1,"Male",1981,"Arabic","Arabic","English","1-2 years","yes","Studied grammar;Studied vocabulary;Teacher spoke to me in English","","","no","","","","no","","601;622;623;630;631;690;691;692;693;694;754;755","1-2 years","more than 5 years",29,"2010_spring",NA,19,"",15,19,6,59,3.7
"1055","gy1",53,1,"Male",1982,"Thai","Thai","English","1-2 years","yes","Studied grammar;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation","","","no","","","","no","","560;561;562;563;564;632;633;634;635;636;677;679;696;698;699;754;756;797;798","1-2 years","less than 1 year",27,"2009_fall",NA,12,"",20,5,5,46,1.3
"1056","gy3",2,0,"Male",1970,"Chinese","Chinese","English","1-2 years","yes","Studied grammar;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","44;54;66;76;87;102;111;126;150","1-2 years","less than 1 year",36,"2006_summer",1,15,"R",18,9,8,53,2
"1057","gy7",15,0,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_fall",1,26,"",27,18,12,72,3.65
"1058","gz0",11,1,"Female",1988,"Korean","Korean","","","","","","","","","","","","","410;411;450;451;452","more than 5 years","none",20,"2008_fall",2,17,"Q",10,15,9,51,2.5
"1059","gz1",1,0,"Male",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2010_summer",1,24,"Q",32,28,18,86,4.5
"1060","gz2",55,1,"Male",1985,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced reading aloud","","","no","","","","no","","324;328;335;336;337;384;385;386;387;388;434;445;446;447;448","more than 5 years","none",23,"2008_spring",1,15,"Q",11,9,8,44,1.5
"1061","gz4",5,0,"Male",1982,"Arabic","Arabic","","","","","","","","","","","","","566;567;568;580;584","more than 5 years","none",27,"2009_fall",NA,25,"",32,27,6,80,3
"1062","gz5",23,0,"Female",1990,"Chinese","Chinese","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","617;618;619;620;621","more than 5 years","none",19,"2010_spring",NA,21,"",9,17,10,55,3.7
"1063","gz7",1,0,"Male",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2007_spring",1,21,"R",16,16,12,63,4
"1064","ha0",2,0,"Male",1980,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud","French","less than 1 year","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud","","","no","","394;395;396;397;398","more than 5 years","less than 1 year",27,"2008_summer",2,27,"P",29,26,18,84,4.5
"1065","ha1",3,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_spring",2,23,"Q",17,14,4,53,2.8
"1066","ha3",3,2,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_spring",1,15,"Q",10,16,13,58,2.8
"1067","ha6",30,12,"Male",1982,"Korean","Korean","English","3-5 years","yes","Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","213;224;235;246;257;273;284;295;317","1-2 years","none",25,"2007_summer",1,13,"Q",13,19,8,59,2.8
"1068","ha7",2,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_fall",1,18,"",9,14,8,47,2.4
"1069","ha9",12,1,"Male",1975,"Turkish","Turkish","English","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","560;561;562;563;564;608;617;619;620;621","less than 1 year","none",34,"2009_fall",NA,12,"",14,9,6,45,2
"1070","hb0",10,2,"Female",1980,"Arabic","Arabic","English","3-5 years","yes","Studied grammar;Had a native-speaker teacher;Teacher spoke to me in English","","","no","","","","no","","851;869;870;871;872;923;942;944;945;946;1008;1009;1010;1011;1012","3-5 years","3-5 years",30,"2011_summer",NA,19,"",19,13,10,61,2.5
"1071","hb2",19,3,"Female",1973,"Japanese","Japanese","German","1-2 years","yes","Studied grammar;Studied vocabulary;Teacher spoke to me in German;Studied pronunciation","Italian","3-5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in Italian;Studied pronunciation","","","no","","423;467;483;515;516;517;576;577;579;643;645","more than 5 years","more than 5 years",35,"2008_fall",2,20,"Q",14,15,5,51,3
