"","anon_id","count_will_construction","count_goingTo_construction","gender","birth_year","native_language","language_used_at_home","non_native_language_1","yrs_of_study_lang1","study_in_classroom_lang1","ways_of_study_lang1","non_native_language_2","yrs_of_study_lang2","study_in_classroom_lang2","ways_of_study_lang2","non_native_language_3","yrs_of_study_lang3","study_in_classroom_lang3","ways_of_study_lang3","course_history","yrs_of_english_learning","yrs_in_english_environment","age"
"1006","fz8",1,1,"Female",1984,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud","Chinese","more than 5 years","no","Studied grammar;Studied vocabulary","Japanese","less than 1 year","no","Studied by myself","430;434;441;442;443","more than 5 years","more than 5 years",24
"1007","fz9",9,0,"Female",1973,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud","","","no","","","","no","","41;52;63;74;85;99;111;124;147","more than 5 years","less than 1 year",33
"1008","ga1",11,2,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA
"1009","ga3",28,3,"Female",1976,"Chinese","Chinese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","2;14;20;47;54;69;80;87;106;115;130;150;176;187;209","3-5 years","less than 1 year",29
"1010","ga5",28,2,"Female",1987,"Japanese","Japanese","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes","Chinese","1-2 years","yes","Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","520;521;523;524","more than 5 years","less than 1 year",21
"1011","ga6",15,3,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"1012","ga9",14,0,"Female",1985,"Arabic","Arabic","English","3-5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","Turkish","less than 1 year","no","I learned from my friend who is a native speaker","","","no","","860;861;863;864;867;944;945;952;953;956;998;999;1000;1001;1002","3-5 years","1-2 years",26
"1013","gb0",3,0,"Male",1987,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","Japanese","less than 1 year","no","Studied by myself;I learned from my friend who is a native speaker;other","","","no","","575;576;577;578;579","more than 5 years","less than 1 year",22
"1014","gb1",15,2,"Male",1967,"Other","Barbar","","","","","","","","","","","","","410;411;414;417;418;465;481;482;483;484","1-2 years","1-2 years",41
"1015","gb3",3,1,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"1016","gb4",58,2,"Female",1977,"Chinese","Chinese;Japanese;English","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced reading aloud;Wrote paragrphs/essays","Japanese","1-2 years","yes","Studied grammar;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in Japanese;Studied pronunciation;Practiced reading aloud;Wrote paragrphs/essays","","","no","","280;293;313;343;344;345;346;347;389;390;391;528;534;535;536;537","more than 5 years","none",29
"1017","gb6",80,4,"Female",1985,"Taiwanese","Taiwanese;Chinese","English","3-5 years","no","Studied by myself","","","no","","","","no","","674;675;676;687;688;759;760;761;762;763","3-5 years","1-2 years",25
"1018","gb7",12,2,"Male",1978,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","French","1-2 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud","","","no","","410;411;414;417;418;478;485;486;487;489","more than 5 years","more than 5 years",30
"1019","gb9",3,1,"Female",1987,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","Chinese","1-2 years","yes","Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud","","","no","","41;52;63;74;85;98;110;122;146","more than 5 years","less than 1 year",19
"1020","gc0",78,0,"Male",1990,"Arabic","Arabic","English","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","560;561;562;563;564;632;633;634;635;636;677;680;696;697;699","less than 1 year","less than 1 year",19
"1021","gc2",36,0,"Female",1986,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Teacher spoke to me in English;Wrote paragrphs/essays","Japanese","less than 1 year","yes","Studied grammar;Studied vocabulary","","","no","","365;374;376;377;378;431;432;440;443;444","more than 5 years","less than 1 year",21
"1022","gc3",18,7,"Female",1985,"Spanish","Spanish","French","3-5 years","no","Studied by myself;I lived in a country where they spoke French;other","","","no","","","","no","","600;637;638;639;640","more than 5 years","less than 1 year",24
"1023","gc5",32,2,"Male",1975,"Turkish","Turkish","English","1-2 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays","German","less than 1 year","no","I lived in a country where they spoke German","","","no","","102;114;126;150;164;175;186;208","1-2 years","less than 1 year",32
"1024","gc7",57,0,"Male",NA,"Chinese","","","","","","","","","","","","","","","","",NA
"1025","gd1",3,1,"Male",1985,"Korean","Korean","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Wrote paragrphs/essays","","","no","","","","no","","556;557;558;565;569","3-5 years","1-2 years",23
"1026","gd7",25,3,"Male",1984,"Arabic","Arabic","English","less than 1 year","no","other","","","no","","","","no","","426;434;445;447;448;500;501;502;503;504;581","less than 1 year","less than 1 year",24
"1027","gd8",9,2,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"1028","ge1",10,2,"Female",1983,"Arabic","Arabic","English","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","612;613;616;619;620","1-2 years","1-2 years",26
"1029","ge3",1,0,"Female",1972,"Chinese","Chinese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","98;110;122;146","more than 5 years","less than 1 year",34
"1030","ge5",3,1,"Male",1986,"Spanish","Spanish","English","3-5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","617;618;619;620;621","3-5 years","none",23
"1031","ge6",7,0,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA
"1032","ge7",7,0,"Male",1980,"Arabic","Arabic;English","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","French","less than 1 year","yes","Studied grammar;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in French","","","no","","47;59;69;80;92;106;118;130;154","more than 5 years","1-2 years",25
"1033","ge8",5,0,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"1034","ge9",12,1,"Male",NA,"Korean","","","","","","","","","","","","","","","","",NA
"1035","gf0",11,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"1036","gf2",0,1,"Unknown",NA,"Chinese","","","","","","","","","","","","","","","","",NA
"1037","gf5",5,0,"Female",1981,"Chinese","Chinese","German","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","","","no","","343;344;345;346;347;394;395;396;397;398","more than 5 years","less than 1 year",27
"1038","gf6",0,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"1039","gf7",32,11,"Female",1986,"Arabic","Arabic;English","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","212;223;234;245;256;273;284;295;317","more than 5 years","less than 1 year",20
"1040","gf9",0,3,"Unknown",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"1041","gg0",1,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"1042","gg1",14,1,"Male",1984,"Turkish","Turkish","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays;other","","","no","","","","no","","560;561;567;568;569","3-5 years","less than 1 year",25
"1043","gg2",7,0,"Female",1973,"Korean","Korean","English","3-5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","","","no","","173;184;195;206;216;241;252;264","less than 1 year","less than 1 year",34
"1044","gg4",14,0,"Female",NA,"Chinese","","","","","","","","","","","","","","","","",NA
"1045","gg5",14,2,"Male",1975,"Mongol","Mongol","English","3-5 years","no","Studied by myself","Russian","3-5 years","yes","Studied grammar;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in italian;Studied pronunciation","Italian","less than 1 year","yes","Studied grammar;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in italian;Teacher corrected my mistakes","213;227;238;249;257","1-2 years","less than 1 year",32
"1046","gg6",8,2,"Male",NA,"Korean","","","","","","","","","","","","","","","","",NA
"1047","gg7",10,1,"Unknown",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"1048","gh0",0,0,"Female",NA,"Chinese","","","","","","","","","","","","","","","","",NA
"1049","gh1",14,4,"Female",1976,"Japanese","Japanese","German","1-2 years","yes","Studied grammar;Listened to audio materials (tapes/CDs);Teacher spoke to me in German;Studied pronunciation;Practiced reading aloud","","","no","","","","no","","328;332;339;340;341","more than 5 years","less than 1 year",31
"1050","gh3",9,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"1051","gh4",15,0,"Male",1974,"Arabic","Arabic","English","1-2 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","","","no","","31;32;33;34;35;46;57;68;79;90;105;117;130;154","1-2 years","less than 1 year",32
"1052","gh6",12,2,"Female",1987,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud","French","1-2 years","yes","Had a native-speaker teacher;Studied vocabulary","Chinese","less than 1 year","yes","Had a native-speaker teacher;Studied vocabulary;Practiced reading aloud","751;752;754;755;758;808","more than 5 years","less than 1 year",23
"1053","gh8",10,2,"Female",1985,"Arabic","Arabic;English","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud","","","no","","","","no","","855;856;858;859;870;942;943;944;945;946;998;999;1000;1001;1002","more than 5 years","1-2 years",26
"1054","gh9",34,0,"Female",NA,"Japanese","","","","","","","","","","","","","","","","",NA
"1055","gi1",26,1,"Male",1986,"Arabic","Arabic","English","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","672;673;681;692;693;751;752;753;754;760;797;808;878;890","1-2 years","less than 1 year",24
"1056","gi2",2,0,"Female",NA,"Chinese","","","","","","","","","","","","","","","","",NA
"1057","gi4",28,0,"Unknown",NA,"Chinese","","","","","","","","","","","","","","","","",NA
